id,xpos,ypos,type
h_510,0.32015718211875444,0.24268229162590155,house
h_511,0.5505395291489904,0.5298327483730739,house
h_512,0.5415863556152171,0.5830382462767869,house
h_513,0.5766929930582164,0.6263946480551427,house
h_514,0.2835828975407645,0.3345344030132606,house
h_515,0.5919051208842089,0.87128209860815,house
h_516,0.19920713594608241,0.29072877322818064,house
h_517,0.5314498388408398,0.5926349756538472,house
h_518,0.5508565051739664,0.5320889437488807,house
h_519,0.568770144894846,0.49441219658905194,house
h_520,0.42963072886678305,0.8072797550429108,house
h_521,0.5948103782936716,0.4564316092593179,house
h_522,0.7118487596977461,0.19185512240377886,house
h_523,0.777661381754289,0.8662138932208433,house
h_524,0.28710005944360356,0.8451092937508491,house
h_525,0.6520403402446784,0.39872489320680293,house
h_526,0.6440181163076445,0.8720782582717603,house
h_527,0.7289078234058556,0.14211796346697683,house
h_528,0.5748250823179445,0.5468631465670071,house
h_529,0.552895225771219,0.43403332295777103,house
h_530,0.5870207730382122,0.7760050705739748,house
h_531,0.286461389524897,0.8741966771745104,house
h_532,0.2099691927795956,0.33923534260665117,house
h_533,0.8934120035377848,0.3116829000859084,house
h_534,0.07838306611977637,0.3191355176367956,house
h_535,0.6049511839773445,0.5333185259107001,house
h_536,0.6348835083428798,0.8696247100430334,house
h_537,0.611438950739823,0.413655333699917,house
h_538,0.6507954308330649,0.5137447334284849,house
h_539,0.505296348839834,0.3040194331781307,house
h_540,0.71349030628296,0.19186509395153714,house
h_541,0.5498840722515392,0.9274656313984797,house
h_542,0.6719306775483969,0.8108404838160164,house
h_543,0.5685411894995961,0.4170080082980676,house
h_544,0.43835528619848446,0.8212996954572751,house
h_545,0.465552304012062,0.3534495298905277,house
