id,xpos,ypos,stoppoint
n_id171,0.238127348,0.331950091,-1
n_id172,0.231108763,0.340359038,-1
n_id173,0.308376121,0.237982916,-1
n_id174,0.345129907,0.234593372,-1
n_id175,0.054168472,0.69512403,-1
n_id176,0.058232176,0.683506982,-1
n_id177,0.062108306,0.68194751,-1
n_id178,0.063654009,0.682272856,-1
n_id179,0.068813477,0.684647257,-1
n_id180,0.091724789,0.663299542,-1
n_id181,0.100482587,0.657532468,-1
n_id182,0.114756006,0.635828123,-1
n_id183,0.122997382,0.623754339,-1
n_id184,0.148420759,0.602129766,-1
n_id185,0.169782806,0.581096448,-1
n_id186,0.177690586,0.574639577,-1
n_id187,0.184497854,0.576138047,-1
n_id188,0.178132216,0.570502363,-1
n_id189,0.073980067,0.703223274,-1
n_id190,0.098584292,0.713460729,-1
n_id191,0.128780117,0.73156906,-1
n_id192,0.12118219,0.72330558,-1
n_id193,0.131401402,0.744947358,-1
n_id194,0.133876664,0.749120549,-1
n_id195,0.138180178,0.752233236,-1
n_id196,0.186962432,0.75273064,-1
n_id197,0.195612197,0.757125942,-1
n_id198,0.192291665,0.551095775,-1
n_id199,0.205464572,0.53087113,-1
n_id200,0.233916435,0.477287551,-1
n_id201,0.238671075,0.462016615,-1
n_id202,0.240978945,0.448018908,-1
n_id203,0.240305817,0.434853336,-1
n_id204,0.235044252,0.417489547,-1
n_id205,0.229313753,0.410364779,-1
n_id206,0.219866205,0.407413201,-1
n_id207,0.208182018,0.406208794,-1
n_id208,0.211973858,0.407430406,-1
n_id209,0.207342684,0.404844843,-1
n_id210,0.202485947,0.7729459,-1
n_id211,0.220253225,0.788451462,-1
n_id212,0.237635857,0.793391093,-1
n_id213,0.256040649,0.799693111,-1
n_id214,0.257712193,0.811868566,-1
n_id215,0.263626704,0.817343142,-1
n_id216,0.276507565,0.821851063,-1
n_id217,0.278786943,0.83016929,-1
n_id218,0.279596598,0.830222471,-1
n_id219,0.299963791,0.832287168,-1
n_id220,0.320979183,0.835625095,-1
n_id221,0.33096096,0.837222107,-1
n_id222,0.357811322,0.847963223,-1
n_id223,0.381749541,0.859972877,-1
n_id224,0.38380573,0.863304547,-1
n_id225,0.394241009,0.872131127,-1
n_id226,0.416350977,0.885568863,-1
n_id227,0.291177501,0.271315259,-1
n_id228,0.28772638,0.263924582,-1
n_id229,0.280679302,0.255077669,-1
n_id230,0.27902794,0.242256213,-1
n_id231,0.286782575,0.24128956,-1
n_id232,0.292697086,0.239259274,-1
n_id233,0.307726736,0.221729684,-1
n_id234,0.358266011,0.222862139,-1
n_id235,0.366806556,0.211920809,-1
n_id236,0.357399372,0.199136894,-1
n_id237,0.356442508,0.190604377,-1
n_id238,0.344315504,0.178360099,-1
n_id239,0.30192738,0.142210696,-1
n_id240,0.633806027,0,-1
