id,start,end,maxspeed,junction
l_1714,n_id5404,n_id5384,20 mph,None
l_1715,n_id5384,n_id5385,20 mph,None
l_1716,n_id5385,n_id802,20 mph,None
l_1717,n_id468,n_id3219,20 mph,None
l_1718,n_id753,n_id2832,20 mph,None
l_1719,n_id2832,n_id6367,20 mph,None
l_1720,n_id6367,n_id764,20 mph,None
l_1721,n_id764,n_id5095,20 mph,None
l_1722,n_id5095,n_id2831,20 mph,None
l_1723,n_id2831,n_id591,20 mph,None
l_1724,n_id754,n_id7903,20 mph,None
l_1725,n_id7903,n_id8071,20 mph,None
l_1726,n_id8071,n_id6569,20 mph,None
l_1727,n_id6569,n_id8069,20 mph,None
l_1728,n_id8069,n_id592,20 mph,None
l_1729,n_id137,n_id6133,20 mph,None
l_1730,n_id6133,n_id7898,20 mph,None
l_1731,n_id7898,n_id7899,20 mph,None
l_1732,n_id7899,n_id760,20 mph,None
l_1733,n_id760,n_id756,20 mph,None
l_1734,n_id788,n_id5358,20 mph,None
l_1735,n_id5358,n_id8067,20 mph,None
l_1736,n_id8067,n_id3343,20 mph,None
l_1737,n_id3343,n_id755,20 mph,None
l_1738,n_id757,n_id761,20 mph,None
l_1739,n_id761,n_id8079,20 mph,None
l_1740,n_id8079,n_id763,20 mph,None
l_1741,n_id763,n_id593,20 mph,None
l_1742,n_id761,n_id762,20 mph,None
l_1743,n_id750,n_id759,20 mph,None
l_1744,n_id759,n_id8065,20 mph,None
l_1745,n_id8065,n_id6850,20 mph,None
l_1746,n_id6850,n_id9327,20 mph,None
l_1747,n_id9327,n_id3078,20 mph,None
l_1748,n_id1321,n_id6825,20 mph,None
l_1749,n_id6825,n_id7877,20 mph,None
l_1750,n_id7877,n_id1691,20 mph,None
l_1751,n_id1691,n_id1323,20 mph,None
l_1752,n_id1323,n_id1324,20 mph,None
l_1753,n_id1324,n_id1325,20 mph,None
l_1754,n_id1315,n_id1316,20 mph,None
l_1755,n_id1320,n_id6821,20 mph,None
l_1756,n_id6821,n_id6820,20 mph,None
l_1757,n_id6820,n_id6819,20 mph,None
l_1758,n_id6819,n_id1319,20 mph,None
l_1759,n_id1319,n_id1318,20 mph,None
l_1760,n_id1318,n_id2811,20 mph,None
l_1761,n_id2811,n_id1317,20 mph,None
l_1762,n_id1317,n_id1315,20 mph,None
l_1763,n_id1315,n_id1314,20 mph,None
l_1764,n_id1314,n_id2822,20 mph,None
l_1765,n_id1298,n_id1306,20 mph,None
l_1766,n_id1306,n_id2605,20 mph,None
l_1767,n_id2605,n_id2604,20 mph,None
l_1768,n_id2604,n_id8145,20 mph,None
l_1769,n_id8145,n_id1307,20 mph,None
l_1770,n_id1299,n_id1305,20 mph,None
l_1771,n_id1301,n_id4504,20 mph,None
l_1772,n_id4504,n_id4502,20 mph,None
l_1773,n_id4502,n_id1302,20 mph,None
l_1774,n_id1302,n_id1304,20 mph,None
l_1775,n_id1304,n_id4501,20 mph,None
l_1776,n_id4501,n_id1303,20 mph,None
l_1777,n_id975,n_id8095,20 mph,None
l_1778,n_id8095,n_id976,20 mph,None
l_1779,n_id976,n_id977,20 mph,None
l_1780,n_id977,n_id2509,20 mph,None
l_1781,n_id2509,n_id972,20 mph,None
l_1782,n_id1039,n_id2963,20 mph,None
l_1783,n_id2963,n_id1040,20 mph,None
l_1784,n_id1040,n_id2964,20 mph,None
l_1785,n_id6317,n_id1036,20 mph,None
l_1786,n_id1036,n_id2505,20 mph,None
l_1787,n_id2505,n_id1037,20 mph,None
l_1788,n_id1037,n_id2503,20 mph,None
l_1789,n_id2503,n_id1038,20 mph,None
l_1790,n_id1034,n_id7630,20 mph,None
l_1791,n_id7630,n_id7631,20 mph,None
l_1792,n_id7631,n_id1033,20 mph,None
l_1793,n_id1033,n_id7632,20 mph,None
l_1794,n_id7632,n_id7633,20 mph,None
l_1795,n_id7633,n_id7634,20 mph,None
l_1796,n_id7634,n_id1032,20 mph,None
l_1797,n_id1032,n_id1031,20 mph,None
l_1798,n_id1031,n_id7636,20 mph,None
l_1799,n_id7636,n_id7638,20 mph,None
l_1800,n_id7638,n_id7637,20 mph,None
l_1801,n_id7637,n_id1030,20 mph,None
l_1802,n_id1030,n_id6292,20 mph,None
l_1803,n_id973,n_id972,20 mph,None
l_1804,n_id968,n_id6319,20 mph,None
l_1805,n_id6319,n_id969,20 mph,None
l_1806,n_id969,n_id8102,20 mph,None
l_1807,n_id8102,n_id8101,20 mph,None
l_1808,n_id8101,n_id970,20 mph,None
l_1809,n_id970,n_id971,20 mph,None
l_1810,n_id993,n_id992,20 mph,None
l_1811,n_id992,n_id991,20 mph,None
l_1812,n_id991,n_id990,20 mph,None
l_1813,n_id990,n_id989,20 mph,None
l_1814,n_id989,n_id8099,20 mph,None
l_1815,n_id8099,n_id988,20 mph,None
l_1816,n_id801,n_id800,20 mph,None
l_1817,n_id800,n_id2662,20 mph,None
l_1818,n_id2662,n_id469,20 mph,None
l_1819,n_id939,n_id940,20 mph,None
l_1820,n_id940,n_id8063,20 mph,None
l_1821,n_id8063,n_id941,20 mph,None
l_1822,n_id941,n_id942,20 mph,None
l_1823,n_id942,n_id943,20 mph,None
l_1824,n_id961,n_id8061,20 mph,None
l_1825,n_id8061,n_id948,20 mph,None
l_1826,n_id596,n_id9623,20 mph,None
l_1827,n_id9623,n_id3337,20 mph,None
l_1828,n_id3337,n_id748,20 mph,None
l_1829,n_id793,n_id6140,20 mph,None
l_1830,n_id6140,n_id5700,20 mph,None
l_1831,n_id5700,n_id747,20 mph,None
l_1832,n_id747,n_id9624,20 mph,None
l_1833,n_id9624,n_id794,20 mph,None
l_1834,n_id745,n_id4470,20 mph,None
l_1835,n_id4470,n_id9607,20 mph,None
l_1836,n_id9607,n_id9612,20 mph,None
l_1837,n_id9612,n_id2371,20 mph,None
l_1838,n_id2371,n_id746,20 mph,None
l_1839,n_id746,n_id8042,20 mph,None
l_1840,n_id8042,n_id6141,20 mph,None
l_1841,n_id6141,n_id144,20 mph,None
l_1842,n_id145,n_id6142,20 mph,None
l_1843,n_id6142,n_id732,20 mph,None
l_1844,n_id732,n_id2370,20 mph,None
l_1845,n_id2370,n_id6215,20 mph,None
l_1846,n_id6215,n_id6214,20 mph,None
l_1847,n_id6214,n_id6216,20 mph,None
l_1848,n_id6216,n_id733,20 mph,None
l_1849,n_id733,n_id6081,20 mph,None
l_1850,n_id6081,n_id734,20 mph,None
l_1851,n_id734,n_id735,20 mph,None
l_1852,n_id1608,n_id3269,20 mph,None
l_1853,n_id3269,n_id3104,20 mph,None
l_1854,n_id3104,n_id3102,20 mph,None
l_1855,n_id1607,n_id5544,20 mph,None
l_1856,n_id5544,n_id3104,20 mph,None
l_1857,n_id3104,n_id5543,20 mph,None
l_1858,n_id5543,n_id3105,20 mph,None
l_1859,n_id3080,n_id5562,20 mph,None
l_1860,n_id624,n_id6227,20 mph,None
l_1861,n_id6227,n_id625,20 mph,None
l_1862,n_id625,n_id6228,20 mph,None
l_1863,n_id6228,n_id1611,20 mph,None
l_1864,n_id1611,n_id626,20 mph,None
l_1865,n_id626,n_id6241,20 mph,None
l_1866,n_id6241,n_id6242,20 mph,None
l_1867,n_id6242,n_id6243,20 mph,None
l_1868,n_id6243,n_id6244,20 mph,None
l_1869,n_id6244,n_id659,20 mph,None
l_1870,n_id659,n_id6245,20 mph,None
l_1871,n_id6245,n_id660,20 mph,None
l_1872,n_id660,n_id663,20 mph,None
l_1873,n_id663,n_id662,20 mph,None
l_1874,n_id663,n_id6229,20 mph,None
l_1875,n_id6229,n_id6230,20 mph,None
l_1876,n_id6230,n_id6231,20 mph,None
l_1877,n_id6231,n_id6232,20 mph,None
l_1878,n_id6232,n_id6233,20 mph,None
l_1879,n_id6233,n_id6234,20 mph,None
l_1880,n_id6234,n_id6235,20 mph,None
l_1881,n_id6235,n_id6236,20 mph,None
l_1882,n_id6236,n_id664,20 mph,None
l_1883,n_id664,n_id6237,20 mph,None
l_1884,n_id6237,n_id6238,20 mph,None
l_1885,n_id6238,n_id6239,20 mph,None
l_1886,n_id6239,n_id6240,20 mph,None
l_1887,n_id6240,n_id665,20 mph,None
l_1888,n_id1783,n_id605,20 mph,None
l_1889,n_id605,n_id602,20 mph,None
l_1890,n_id602,n_id2584,20 mph,None
l_1891,n_id2584,n_id1613,20 mph,None
l_1892,n_id1613,n_id601,20 mph,None
l_1893,n_id601,n_id5576,20 mph,None
l_1894,n_id5576,n_id2585,20 mph,None
l_1895,n_id2585,n_id9081,20 mph,None
l_1896,n_id9081,n_id5575,20 mph,None
l_1897,n_id5575,n_id597,20 mph,None
l_1898,n_id597,n_id2851,20 mph,None
l_1899,n_id2851,n_id607,20 mph,None
l_1900,n_id607,n_id2850,20 mph,None
l_1901,n_id2850,n_id8521,20 mph,None
l_1902,n_id8521,n_id608,20 mph,None
l_1903,n_id608,n_id4102,20 mph,None
l_1904,n_id4102,n_id2636,20 mph,None
l_1905,n_id2636,n_id141,20 mph,None
l_1906,n_id600,n_id3147,20 mph,None
l_1907,n_id3147,n_id599,20 mph,None
l_1908,n_id599,n_id598,20 mph,None
l_1909,n_id598,n_id597,20 mph,None
l_1910,n_id605,n_id5600,20 mph,None
l_1911,n_id5600,n_id606,20 mph,None
l_1912,n_id612,n_id611,20 mph,None
l_1913,n_id611,n_id610,20 mph,None
l_1914,n_id610,n_id614,20 mph,None
l_1915,n_id614,n_id613,20 mph,None
l_1916,n_id1618,n_id1617,20 mph,None
l_1917,n_id1617,n_id1614,20 mph,None
l_1918,n_id1614,n_id1615,20 mph,None
l_1919,n_id1615,n_id5574,20 mph,None
l_1920,n_id5574,n_id1616,20 mph,None
l_1921,n_id615,n_id616,20 mph,None
l_1922,n_id616,n_id617,20 mph,None
l_1923,n_id635,n_id4083,20 mph,None
l_1924,n_id4083,n_id658,20 mph,None
l_1925,n_id658,n_id623,20 mph,None
l_1926,n_id623,n_id622,20 mph,None
l_1927,n_id622,n_id2854,20 mph,None
l_1928,n_id2854,n_id615,20 mph,None
l_1929,n_id615,n_id1605,20 mph,None
l_1930,n_id1605,n_id1620,20 mph,None
l_1931,n_id1620,n_id618,20 mph,None
l_1932,n_id618,n_id619,20 mph,None
l_1933,n_id619,n_id620,20 mph,None
l_1934,n_id620,n_id5647,20 mph,None
l_1935,n_id5647,n_id7173,20 mph,None
l_1936,n_id7173,n_id2852,20 mph,None
l_1937,n_id2852,n_id7181,20 mph,None
l_1938,n_id7181,n_id5648,20 mph,None
l_1939,n_id5648,n_id2853,20 mph,None
l_1940,n_id2853,n_id621,20 mph,None
l_1941,n_id621,n_id2849,20 mph,None
l_1942,n_id2849,n_id2855,20 mph,None
l_1943,n_id2855,n_id2635,20 mph,None
l_1944,n_id746,n_id9615,20 mph,None
l_1945,n_id9615,n_id1621,20 mph,None
l_1946,n_id1622,n_id3613,20 mph,None
l_1947,n_id3613,n_id1623,20 mph,None
l_1948,n_id901,n_id3608,20 mph,None
l_1949,n_id3608,n_id902,20 mph,None
l_1950,n_id902,n_id6217,20 mph,None
l_1951,n_id6217,n_id903,20 mph,None
l_1952,n_id903,n_id6827,20 mph,None
l_1953,n_id6827,n_id904,20 mph,None
l_1954,n_id904,n_id5683,20 mph,None
l_1955,n_id5683,n_id905,20 mph,None
l_1956,n_id905,n_id5684,20 mph,None
l_1957,n_id5684,n_id8049,20 mph,None
l_1958,n_id8049,n_id906,20 mph,None
l_1959,n_id748,n_id6977,20 mph,None
l_1960,n_id6977,n_id749,20 mph,None
l_1961,n_id917,n_id1624,20 mph,None
l_1962,n_id1624,n_id922,20 mph,None
l_1963,n_id924,n_id5211,20 mph,None
l_1964,n_id5211,n_id5213,20 mph,None
l_1965,n_id5213,n_id1625,20 mph,None
l_1966,n_id1625,n_id922,20 mph,None
l_1967,n_id922,n_id4213,20 mph,None
l_1968,n_id4213,n_id4210,20 mph,None
l_1969,n_id4210,n_id1626,20 mph,None
l_1970,n_id5710,n_id3075,20 mph,None
l_1971,n_id3075,n_id5218,20 mph,None
l_1972,n_id4211,n_id918,20 mph,None
l_1973,n_id918,n_id919,20 mph,None
l_1974,n_id5701,n_id5094,20 mph,None
l_1975,n_id5094,n_id5217,20 mph,None
l_1976,n_id5217,n_id925,20 mph,None
l_1977,n_id958,n_id959,20 mph,None
l_1978,n_id959,n_id960,20 mph,None
l_1979,n_id960,n_id949,20 mph,None
l_1980,n_id940,n_id948,20 mph,None
l_1981,n_id947,n_id946,20 mph,None
l_1982,n_id962,n_id963,20 mph,None
l_1983,n_id963,n_id938,20 mph,None
l_1984,n_id938,n_id1023,20 mph,None
l_1985,n_id1023,n_id5324,20 mph,None
l_1986,n_id5324,n_id1022,20 mph,None
l_1987,n_id1022,n_id1021,20 mph,None
l_1988,n_id1021,n_id2809,20 mph,None
l_1989,n_id2809,n_id1020,20 mph,None
l_1990,n_id1020,n_id1017,20 mph,None
l_1991,n_id934,n_id935,20 mph,None
l_1992,n_id935,n_id7914,20 mph,None
l_1993,n_id7914,n_id936,20 mph,None
l_1994,n_id936,n_id937,20 mph,None
l_1995,n_id937,n_id938,20 mph,None
l_1996,n_id933,n_id5686,20 mph,None
l_1997,n_id5686,n_id7131,20 mph,None
l_1998,n_id7131,n_id1028,20 mph,None
l_1999,n_id1028,n_id1027,20 mph,None
l_2000,n_id1027,n_id7911,20 mph,None
l_2001,n_id7911,n_id1026,20 mph,None
l_2002,n_id1026,n_id1025,20 mph,None
l_2003,n_id1025,n_id1024,20 mph,None
l_2004,n_id1024,n_id1022,20 mph,None
l_2005,n_id1016,n_id2808,20 mph,None
l_2006,n_id2808,n_id1015,20 mph,None
l_2007,n_id1015,n_id1014,20 mph,None
l_2008,n_id1014,n_id8097,20 mph,None
l_2009,n_id8097,n_id1003,20 mph,None
l_2010,n_id1003,n_id8096,20 mph,None
l_2011,n_id8096,n_id975,20 mph,None
l_2012,n_id975,n_id974,20 mph,None
l_2013,n_id1018,n_id8094,20 mph,None
l_2014,n_id8094,n_id1016,20 mph,None
l_2015,n_id1014,n_id8106,20 mph,None
l_2016,n_id8106,n_id8107,20 mph,None
l_2017,n_id8107,n_id1013,20 mph,None
l_2018,n_id1013,n_id1012,20 mph,None
l_2019,n_id1012,n_id1008,20 mph,None
l_2020,n_id1003,n_id1004,20 mph,None
l_2021,n_id1004,n_id8105,20 mph,None
l_2022,n_id8105,n_id1005,20 mph,None
l_2023,n_id1005,n_id5688,20 mph,None
l_2024,n_id5688,n_id1006,20 mph,None
l_2025,n_id1005,n_id1628,20 mph,None
l_2026,n_id967,n_id966,20 mph,None
l_2027,n_id966,n_id7917,20 mph,None
l_2028,n_id7917,n_id965,20 mph,None
l_2029,n_id965,n_id964,20 mph,None
l_2030,n_id999,n_id6316,20 mph,None
l_2031,n_id6316,n_id7878,20 mph,None
l_2032,n_id7878,n_id1000,20 mph,None
l_2033,n_id1000,n_id1001,20 mph,None
l_2034,n_id1001,n_id7879,20 mph,None
l_2035,n_id7879,n_id5419,20 mph,None
l_2036,n_id5419,n_id1002,20 mph,None
l_2037,n_id983,n_id984,20 mph,None
l_2038,n_id984,n_id985,20 mph,None
l_2039,n_id985,n_id986,20 mph,None
l_2040,n_id2168,n_id1793,20 mph,None
l_2041,n_id1358,n_id8126,20 mph,None
l_2042,n_id8126,n_id1360,20 mph,None
l_2043,n_id6314,n_id1358,20 mph,None
l_2044,n_id1358,n_id1359,20 mph,None
l_2045,n_id1331,n_id1332,20 mph,None
l_2046,n_id1332,n_id4514,20 mph,None
l_2047,n_id4514,n_id4513,20 mph,None
l_2048,n_id4513,n_id1333,20 mph,None
l_2049,n_id1333,n_id1334,20 mph,None
l_2050,n_id1334,n_id4512,20 mph,None
l_2051,n_id4512,n_id9030,20 mph,None
l_2052,n_id9030,n_id1335,20 mph,None
l_2053,n_id1368,n_id9254,20 mph,None
l_2054,n_id9254,n_id5368,20 mph,None
l_2055,n_id5368,n_id4574,20 mph,None
l_2056,n_id4574,n_id1367,20 mph,None
l_2057,n_id1367,n_id3181,20 mph,None
l_2058,n_id3181,n_id3182,20 mph,None
l_2059,n_id3182,n_id7876,20 mph,None
l_2060,n_id7876,n_id4573,20 mph,None
l_2061,n_id4573,n_id3180,20 mph,None
l_2062,n_id3180,n_id4572,20 mph,None
l_2063,n_id4572,n_id3178,20 mph,None
l_2064,n_id3178,n_id3179,20 mph,None
l_2065,n_id3179,n_id1367,20 mph,None
l_2066,n_id4567,n_id5364,20 mph,None
l_2067,n_id5364,n_id1364,20 mph,None
l_2068,n_id1364,n_id1363,20 mph,None
l_2069,n_id1363,n_id5365,20 mph,None
l_2070,n_id5365,n_id479,20 mph,None
l_2071,n_id478,n_id2161,20 mph,None
l_2072,n_id2161,n_id4568,20 mph,None
l_2073,n_id4568,n_id1365,20 mph,None
l_2074,n_id1365,n_id4569,20 mph,None
l_2075,n_id4569,n_id1366,20 mph,None
l_2076,n_id4604,n_id204,20 mph,None
l_2077,n_id186,n_id4905,20 mph,None
l_2078,n_id4905,n_id188,20 mph,None
l_2079,n_id188,n_id198,20 mph,None
l_2080,n_id9042,n_id4122,20 mph,None
l_2081,n_id4122,n_id177,20 mph,None
l_2082,n_id177,n_id178,20 mph,None
l_2083,n_id178,n_id179,20 mph,None
l_2084,n_id179,n_id3776,20 mph,None
l_2085,n_id3776,n_id3778,20 mph,None
l_2086,n_id3778,n_id3782,20 mph,None
l_2087,n_id3782,n_id8455,20 mph,None
l_2088,n_id8455,n_id7507,20 mph,None
l_2089,n_id7507,n_id6925,20 mph,None
l_2090,n_id6925,n_id3775,20 mph,None
l_2091,n_id3775,n_id5413,20 mph,None
l_2092,n_id5413,n_id180,20 mph,None
l_2093,n_id180,n_id3196,20 mph,None
l_2094,n_id3196,n_id2780,20 mph,None
l_2095,n_id1175,n_id3781,20 mph,None
l_2096,n_id3781,n_id3212,20 mph,None
l_2097,n_id3212,n_id8723,20 mph,None
l_2098,n_id8723,n_id1178,20 mph,None
l_2099,n_id1178,n_id1177,20 mph,None
l_2100,n_id1177,n_id1176,20 mph,None
l_2101,n_id435,n_id436,20 mph,None
l_2102,n_id436,n_id2294,20 mph,None
l_2103,n_id2294,n_id437,20 mph,None
l_2104,n_id437,n_id5853,20 mph,None
l_2105,n_id5853,n_id9977,20 mph,None
l_2106,n_id9977,n_id453,20 mph,None
l_2107,n_id487,n_id5163,20 mph,None
l_2108,n_id5163,n_id486,20 mph,None
l_2109,n_id486,n_id485,20 mph,None
l_2110,n_id485,n_id505,20 mph,None
l_2111,n_id505,n_id5456,20 mph,None
l_2112,n_id5456,n_id484,20 mph,None
l_2113,n_id484,n_id8647,20 mph,None
l_2114,n_id8647,n_id8645,20 mph,None
l_2115,n_id8645,n_id483,20 mph,None
l_2116,n_id1138,n_id8615,20 mph,None
l_2117,n_id8615,n_id1137,20 mph,None
l_2118,n_id1137,n_id8241,20 mph,None
l_2119,n_id8241,n_id349,20 mph,None
l_2120,n_id349,n_id8242,20 mph,None
l_2121,n_id8242,n_id8243,20 mph,None
l_2122,n_id8243,n_id1135,20 mph,None
l_2123,n_id1135,n_id5451,20 mph,None
l_2124,n_id5451,n_id1143,20 mph,None
l_2125,n_id1143,n_id5448,20 mph,None
l_2126,n_id5448,n_id1144,20 mph,None
l_2127,n_id1137,n_id1139,20 mph,None
l_2128,n_id1139,n_id1140,20 mph,None
l_2129,n_id1140,n_id1141,20 mph,None
l_2130,n_id1141,n_id1142,20 mph,None
l_2131,n_id1142,n_id1139,20 mph,None
l_2132,n_id1147,n_id5172,20 mph,None
l_2133,n_id509,n_id2708,20 mph,None
l_2134,n_id2708,n_id510,20 mph,None
l_2135,n_id510,n_id6906,20 mph,None
l_2136,n_id6906,n_id5175,20 mph,None
l_2137,n_id5175,n_id2714,20 mph,None
l_2138,n_id2714,n_id2707,20 mph,None
l_2139,n_id2707,n_id358,20 mph,None
l_2140,n_id359,n_id8160,20 mph,None
l_2141,n_id8160,n_id8159,20 mph,None
l_2142,n_id8159,n_id5168,20 mph,None
l_2143,n_id5168,n_id360,20 mph,None
l_2144,n_id360,n_id361,20 mph,None
l_2145,n_id361,n_id1129,20 mph,None
l_2146,n_id1129,n_id423,20 mph,None
l_2147,n_id423,n_id5170,20 mph,None
l_2148,n_id5170,n_id2889,20 mph,None
l_2149,n_id2889,n_id424,20 mph,None
l_2150,n_id1173,n_id1396,20 mph,None
l_2151,n_id1396,n_id2705,20 mph,None
l_2152,n_id2705,n_id2704,20 mph,None
l_2153,n_id2704,n_id1397,20 mph,None
l_2154,n_id227,n_id7593,20 mph,None
l_2155,n_id7593,n_id2717,20 mph,None
l_2156,n_id2717,n_id2718,20 mph,None
l_2157,n_id2718,n_id9354,20 mph,None
l_2158,n_id9354,n_id7138,20 mph,None
l_2159,n_id7138,n_id9356,20 mph,None
l_2160,n_id9356,n_id228,20 mph,None
l_2161,n_id228,n_id3755,20 mph,None
l_2162,n_id3755,n_id6159,20 mph,None
l_2163,n_id6159,n_id229,20 mph,None
l_2164,n_id229,n_id6161,20 mph,None
l_2165,n_id6161,n_id1133,20 mph,None
l_2166,n_id1127,n_id1128,20 mph,None
l_2167,n_id1128,n_id5166,20 mph,None
l_2168,n_id5166,n_id1811,20 mph,None
l_2169,n_id1811,n_id1129,20 mph,None
l_2170,n_id1132,n_id8431,20 mph,None
l_2171,n_id505,n_id506,20 mph,None
l_2172,n_id455,n_id1127,20 mph,None
l_2173,n_id1127,n_id509,20 mph,None
l_2174,n_id4992,n_id5054,20 mph,None
l_2175,n_id5054,n_id1635,20 mph,None
l_2176,n_id2837,n_id2838,20 mph,None
l_2177,n_id2838,n_id2897,20 mph,None
l_2178,n_id4550,n_id1286,20 mph,None
l_2179,n_id1286,n_id1285,20 mph,None
l_2180,n_id1285,n_id4551,20 mph,None
l_2181,n_id4551,n_id1284,20 mph,None
l_2182,n_id1284,n_id1283,20 mph,None
l_2183,n_id1283,n_id1282,20 mph,None
l_2184,n_id1282,n_id1281,20 mph,None
l_2185,n_id1281,n_id4556,20 mph,None
l_2186,n_id4556,n_id1280,20 mph,None
l_2187,n_id4516,n_id4517,20 mph,None
l_2188,n_id4517,n_id4518,20 mph,None
l_2189,n_id4518,n_id4519,20 mph,None
l_2190,n_id4519,n_id1273,20 mph,None
l_2191,n_id4528,n_id4524,20 mph,None
l_2192,n_id4524,n_id1272,20 mph,None
l_2193,n_id1642,n_id8430,20 mph,None
l_2194,n_id8430,n_id1638,20 mph,None
l_2195,n_id1638,n_id1639,20 mph,None
l_2196,n_id1639,n_id5279,20 mph,None
l_2197,n_id5279,n_id5281,20 mph,None
l_2198,n_id5281,n_id5280,20 mph,None
l_2199,n_id5280,n_id5960,20 mph,None
l_2200,n_id5960,n_id5961,20 mph,None
l_2201,n_id5961,n_id5958,20 mph,None
l_2202,n_id5958,n_id5959,20 mph,None
l_2203,n_id5959,n_id1643,20 mph,None
l_2204,n_id1643,n_id1644,20 mph,None
l_2205,n_id1644,n_id1645,20 mph,None
l_2206,n_id1261,n_id1263,20 mph,None
l_2207,n_id1264,n_id1265,20 mph,None
l_2208,n_id1265,n_id1266,20 mph,None
l_2209,n_id1266,n_id1267,20 mph,None
l_2210,n_id1267,n_id1268,20 mph,None
l_2211,n_id1268,n_id6168,20 mph,None
l_2212,n_id6168,n_id2599,20 mph,None
l_2213,n_id2599,n_id6169,20 mph,None
l_2214,n_id6169,n_id2602,20 mph,None
l_2215,n_id2602,n_id6170,20 mph,None
l_2216,n_id6170,n_id1269,20 mph,None
l_2217,n_id1269,n_id1912,20 mph,None
l_2218,n_id1912,n_id1270,20 mph,None
l_2219,n_id1270,n_id6165,20 mph,None
l_2220,n_id6165,n_id2601,20 mph,None
l_2221,n_id2601,n_id6166,20 mph,None
l_2222,n_id6166,n_id2600,20 mph,None
l_2223,n_id2600,n_id6167,20 mph,None
l_2224,n_id6167,n_id1271,20 mph,None
l_2225,n_id1271,n_id1267,20 mph,None
l_2226,n_id2682,n_id8898,70 mph,None
l_2227,n_id8898,n_id8897,70 mph,None
l_2228,n_id8897,n_id8896,70 mph,None
l_2229,n_id8896,n_id4842,70 mph,None
l_2230,n_id4842,n_id8895,70 mph,None
l_2231,n_id8895,n_id66,70 mph,None
l_2232,n_id66,n_id8959,70 mph,None
l_2233,n_id8959,n_id4843,70 mph,None
l_2234,n_id4843,n_id8960,70 mph,None
l_2235,n_id8960,n_id67,70 mph,None
l_2236,n_id67,n_id8961,70 mph,None
l_2237,n_id8961,n_id4841,70 mph,None
l_2238,n_id4841,n_id8962,70 mph,None
l_2239,n_id8962,n_id4840,70 mph,None
l_2240,n_id4840,n_id8963,70 mph,None
l_2241,n_id8963,n_id8964,70 mph,None
l_2242,n_id8964,n_id481,70 mph,None
l_2243,n_id481,n_id8965,70 mph,None
l_2244,n_id8965,n_id8966,70 mph,None
l_2245,n_id8966,n_id4837,70 mph,None
l_2246,n_id4837,n_id8973,70 mph,None
l_2247,n_id8973,n_id8971,70 mph,None
l_2248,n_id8971,n_id4835,70 mph,None
l_2249,n_id4835,n_id4833,70 mph,None
l_2250,n_id4833,n_id8970,70 mph,None
l_2251,n_id8970,n_id8967,70 mph,None
l_2252,n_id8967,n_id50,70 mph,None
l_2253,n_id50,n_id2258,70 mph,None
l_2254,n_id125,n_id8552,30 mph,None
l_2255,n_id8552,n_id3839,30 mph,None
l_2256,n_id3839,n_id8559,30 mph,None
l_2257,n_id8559,n_id4481,30 mph,None
l_2258,n_id4481,n_id1693,30 mph,None
l_2259,n_id1693,n_id7130,30 mph,None
l_2260,n_id7130,n_id129,30 mph,None
l_2261,n_id129,n_id7129,30 mph,None
l_2262,n_id7129,n_id7128,30 mph,None
l_2263,n_id7128,n_id8558,30 mph,None
l_2264,n_id8558,n_id1706,30 mph,None
l_2265,n_id1707,n_id9234,20 mph,None
l_2266,n_id9234,n_id3702,20 mph,None
l_2267,n_id3702,n_id5113,20 mph,None
l_2268,n_id5113,n_id3699,20 mph,None
l_2269,n_id4903,n_id1200,20 mph,None
l_2270,n_id1200,n_id1179,20 mph,None
l_2271,n_id222,n_id2909,20 mph,None
l_2272,n_id1709,n_id2582,20 mph,None
l_2273,n_id2582,n_id1579,20 mph,None
l_2274,n_id1579,n_id5289,20 mph,None
l_2275,n_id5289,n_id223,20 mph,None
l_2276,n_id4503,n_id8548,20 mph,None
l_2277,n_id8548,n_id4779,20 mph,None
l_2278,n_id4779,n_id3129,20 mph,None
l_2279,n_id217,n_id218,20 mph,None
l_2280,n_id218,n_id6669,20 mph,None
l_2281,n_id6669,n_id4903,20 mph,None
l_2282,n_id12,n_id9067,20 mph,None
l_2283,n_id9067,n_id2994,20 mph,None
l_2284,n_id2994,n_id3013,20 mph,None
l_2285,n_id3013,n_id7183,20 mph,None
l_2286,n_id7183,n_id3502,20 mph,None
l_2287,n_id3502,n_id6800,20 mph,None
l_2288,n_id6800,n_id1710,20 mph,None
l_2289,n_id1710,n_id3014,20 mph,None
l_2290,n_id1712,n_id3505,20 mph,None
l_2291,n_id3505,n_id1713,20 mph,None
l_2292,n_id1713,n_id6074,20 mph,None
l_2293,n_id6074,n_id3490,20 mph,None
l_2294,n_id3490,n_id3501,20 mph,None
l_2295,n_id3501,n_id3503,20 mph,None
l_2296,n_id3503,n_id8163,20 mph,None
l_2297,n_id8163,n_id1711,20 mph,None
l_2298,n_id6801,n_id9441,20 mph,None
l_2299,n_id9441,n_id3508,20 mph,None
l_2300,n_id3508,n_id1714,20 mph,None
l_2301,n_id1714,n_id9064,20 mph,None
l_2302,n_id9064,n_id10,20 mph,None
l_2303,n_id11,n_id9065,20 mph,None
l_2304,n_id9065,n_id1715,20 mph,None
l_2305,n_id1717,n_id1718,40 mph,None
l_2306,n_id730,n_id3582,20 mph,None
l_2307,n_id3582,n_id4277,20 mph,None
