id,start,end,maxspeed,junction
l_5799,n_id7231,n_id3024,20 mph,None
l_5800,n_id76,n_id2533,20 mph,None
l_5801,n_id2533,n_id1058,20 mph,None
l_5802,n_id1058,n_id9763,20 mph,None
l_5803,n_id9763,n_id1065,20 mph,None
l_5804,n_id1065,n_id1066,20 mph,None
l_5805,n_id1066,n_id9754,20 mph,None
l_5806,n_id9754,n_id4001,20 mph,None
l_5807,n_id4001,n_id9422,20 mph,None
l_5808,n_id9422,n_id3092,20 mph,None
l_5809,n_id4006,n_id4008,20 mph,None
l_5810,n_id4008,n_id4002,20 mph,None
l_5811,n_id1062,n_id4001,20 mph,None
l_5812,n_id4011,n_id4009,20 mph,None
l_5813,n_id4009,n_id4010,20 mph,None
l_5814,n_id1577,n_id4024,20 mph,None
l_5815,n_id4024,n_id3759,20 mph,None
l_5816,n_id3759,n_id3769,20 mph,None
l_5817,n_id3769,n_id3763,20 mph,None
l_5818,n_id3763,n_id3771,20 mph,None
l_5819,n_id3771,n_id3770,20 mph,None
l_5820,n_id3770,n_id3766,20 mph,None
l_5821,n_id3766,n_id3757,20 mph,None
l_5822,n_id3757,n_id3765,20 mph,None
l_5823,n_id3765,n_id3760,20 mph,None
l_5824,n_id3760,n_id3758,20 mph,None
l_5825,n_id3758,n_id3762,20 mph,None
l_5826,n_id4017,n_id3762,20 mph,None
l_5827,n_id3762,n_id4020,20 mph,None
l_5828,n_id4020,n_id4019,20 mph,None
l_5829,n_id4019,n_id4018,20 mph,None
l_5830,n_id4018,n_id4023,20 mph,None
l_5831,n_id2940,n_id2050,30 mph,None
l_5832,n_id4028,n_id4405,20 mph,None
l_5833,n_id4405,n_id4029,20 mph,None
l_5834,n_id4029,n_id4032,20 mph,None
l_5835,n_id4032,n_id4031,20 mph,None
l_5836,n_id4031,n_id4035,20 mph,None
l_5837,n_id4035,n_id4033,20 mph,None
l_5838,n_id4033,n_id4036,20 mph,None
l_5839,n_id4036,n_id4030,20 mph,None
l_5840,n_id4030,n_id4034,20 mph,None
l_5841,n_id4034,n_id4026,20 mph,None
l_5842,n_id4026,n_id4025,20 mph,None
l_5843,n_id4025,n_id4027,20 mph,None
l_5844,n_id4038,n_id4037,20 mph,None
l_5845,n_id4063,n_id4062,30 mph,None
l_5846,n_id4062,n_id31,30 mph,None
l_5847,n_id31,n_id9577,30 mph,None
l_5848,n_id9577,n_id2353,30 mph,None
l_5849,n_id1931,n_id7766,20 mph,None
l_5850,n_id7766,n_id4061,20 mph,None
l_5851,n_id4061,n_id4060,20 mph,None
l_5852,n_id4060,n_id4063,20 mph,None
l_5853,n_id4059,n_id4063,30 mph,None
l_5854,n_id4065,n_id4067,20 mph,None
l_5855,n_id4067,n_id4066,20 mph,None
l_5856,n_id4064,n_id3890,20 mph,None
l_5857,n_id3890,n_id6482,20 mph,None
l_5858,n_id6482,n_id3891,20 mph,None
l_5859,n_id3891,n_id3012,20 mph,None
l_5860,n_id149,n_id4093,30 mph,None
l_5861,n_id4093,n_id3400,30 mph,None
l_5862,n_id3400,n_id148,30 mph,None
l_5863,n_id148,n_id742,30 mph,None
l_5864,n_id742,n_id8041,30 mph,None
l_5865,n_id8041,n_id147,30 mph,None
l_5866,n_id147,n_id4096,30 mph,None
l_5867,n_id4096,n_id2175,30 mph,None
l_5868,n_id2175,n_id741,30 mph,None
l_5869,n_id1361,n_id5967,30 mph,None
l_5870,n_id5967,n_id472,30 mph,None
l_5871,n_id472,n_id2872,30 mph,None
l_5872,n_id2872,n_id471,30 mph,None
l_5873,n_id471,n_id4566,30 mph,None
l_5874,n_id4566,n_id478,30 mph,None
l_5875,n_id478,n_id4567,30 mph,None
l_5876,n_id4567,n_id4570,30 mph,None
l_5877,n_id144,n_id2654,30 mph,None
l_5878,n_id1313,n_id2825,30 mph,None
l_5879,n_id4068,n_id7276,20 mph,None
l_5880,n_id7276,n_id7275,20 mph,None
l_5881,n_id7275,n_id7270,20 mph,None
l_5882,n_id7270,n_id7274,20 mph,None
l_5883,n_id7274,n_id7271,20 mph,None
l_5884,n_id7271,n_id4070,20 mph,None
l_5885,n_id4070,n_id7272,20 mph,None
l_5886,n_id7272,n_id4982,20 mph,None
l_5887,n_id4982,n_id4069,20 mph,None
l_5888,n_id7959,n_id5709,20 mph,None
l_5889,n_id5709,n_id24,20 mph,None
l_5890,n_id24,n_id4393,20 mph,None
l_5891,n_id4393,n_id1557,20 mph,None
l_5892,n_id4082,n_id7692,20 mph,None
l_5893,n_id7692,n_id352,20 mph,None
l_5894,n_id4082,n_id3090,20 mph,None
l_5895,n_id3090,n_id8220,20 mph,None
l_5896,n_id8220,n_id8219,20 mph,None
l_5897,n_id8219,n_id4079,20 mph,None
l_5898,n_id4079,n_id8218,20 mph,None
l_5899,n_id8218,n_id4080,20 mph,None
l_5900,n_id4080,n_id8217,20 mph,None
l_5901,n_id8217,n_id4073,20 mph,None
l_5902,n_id4073,n_id2337,20 mph,None
l_5903,n_id4106,n_id646,20 mph,None
l_5904,n_id4106,n_id4110,20 mph,None
l_5905,n_id4110,n_id4112,20 mph,None
l_5906,n_id4116,n_id4115,20 mph,None
l_5907,n_id4115,n_id4114,20 mph,None
l_5908,n_id3346,n_id1962,30 mph,None
l_5909,n_id1962,n_id210,30 mph,None
l_5910,n_id210,n_id3235,30 mph,None
l_5911,n_id4146,n_id4154,20 mph,None
l_5912,n_id4154,n_id4143,20 mph,None
l_5913,n_id2560,n_id4149,20 mph,None
l_5914,n_id4153,n_id4150,20 mph,None
l_5915,n_id4133,n_id4152,20 mph,None
l_5916,n_id4142,n_id4147,20 mph,None
l_5917,n_id4147,n_id4141,20 mph,None
l_5918,n_id4137,n_id4155,20 mph,None
l_5919,n_id4137,n_id4134,20 mph,None
l_5920,n_id2555,n_id9532,20 mph,None
l_5921,n_id9532,n_id9527,20 mph,None
l_5922,n_id4144,n_id4136,20 mph,None
l_5923,n_id4136,n_id4151,20 mph,None
l_5924,n_id4151,n_id4139,20 mph,None
l_5925,n_id4135,n_id4138,20 mph,None
l_5926,n_id4165,n_id362,20 mph,None
l_5927,n_id367,n_id4160,20 mph,None
l_5928,n_id701,n_id1928,20 mph,None
l_5929,n_id1928,n_id4016,20 mph,None
l_5930,n_id4016,n_id5699,20 mph,None
l_5931,n_id5699,n_id700,20 mph,None
l_5932,n_id4169,n_id4175,20 mph,None
l_5933,n_id4190,n_id4171,20 mph,None
l_5934,n_id4175,n_id4181,20 mph,None
l_5935,n_id4171,n_id4176,20 mph,None
l_5936,n_id4176,n_id4182,20 mph,None
l_5937,n_id4185,n_id4180,20 mph,None
l_5938,n_id4181,n_id4189,20 mph,None
l_5939,n_id4189,n_id4170,20 mph,None
l_5940,n_id4188,n_id4190,20 mph,None
l_5941,n_id4178,n_id4177,20 mph,None
l_5942,n_id4177,n_id8004,20 mph,None
l_5943,n_id8004,n_id8003,20 mph,None
l_5944,n_id8003,n_id4172,20 mph,None
l_5945,n_id4193,n_id3324,20 mph,None
l_5946,n_id3324,n_id3331,20 mph,None
l_5947,n_id4206,n_id4198,20 mph,None
l_5948,n_id4198,n_id4209,20 mph,None
l_5949,n_id4209,n_id4201,20 mph,None
l_5950,n_id4201,n_id4207,20 mph,None
l_5951,n_id4207,n_id4199,20 mph,None
l_5952,n_id4198,n_id4202,20 mph,None
l_5953,n_id858,n_id4205,20 mph,None
l_5954,n_id4205,n_id4197,20 mph,None
l_5955,n_id4197,n_id4203,20 mph,None
l_5956,n_id4203,n_id8033,20 mph,None
l_5957,n_id8033,n_id4194,20 mph,None
l_5958,n_id4194,n_id1903,20 mph,None
l_5959,n_id853,n_id4200,20 mph,None
l_5960,n_id4200,n_id4204,20 mph,None
l_5961,n_id4204,n_id8032,20 mph,None
l_5962,n_id8032,n_id4196,20 mph,None
l_5963,n_id4196,n_id4208,20 mph,None
l_5964,n_id4208,n_id856,20 mph,None
l_5965,n_id1630,n_id4216,20 mph,None
l_5966,n_id919,n_id920,20 mph,None
l_5967,n_id920,n_id921,20 mph,None
l_5968,n_id921,n_id4214,20 mph,None
l_5969,n_id4214,n_id4212,20 mph,None
l_5970,n_id4211,n_id4215,20 mph,None
l_5971,n_id921,n_id918,20 mph,None
l_5972,n_id919,n_id1630,20 mph,None
l_5973,n_id3504,n_id1405,20 mph,roundabout
l_5974,n_id1405,n_id5953,20 mph,roundabout
l_5975,n_id5953,n_id2594,20 mph,roundabout
l_5976,n_id4241,n_id2961,20 mph,None
l_5977,n_id2961,n_id11,20 mph,None
l_5978,n_id8413,n_id10,20 mph,None
l_5979,n_id10,n_id4241,20 mph,None
l_5980,n_id1169,n_id1531,20 mph,None
l_5981,n_id1531,n_id2479,20 mph,None
l_5982,n_id2479,n_id2568,20 mph,None
l_5983,n_id2568,n_id5189,20 mph,None
l_5984,n_id5189,n_id2773,20 mph,None
l_5985,n_id2773,n_id4055,20 mph,None
l_5986,n_id4055,n_id1170,20 mph,None
l_5987,n_id4245,n_id4441,20 mph,None
l_5988,n_id4441,n_id3772,20 mph,None
l_5989,n_id4251,n_id4250,20 mph,None
l_5990,n_id4249,n_id4250,20 mph,None
l_5991,n_id4250,n_id4253,20 mph,None
l_5992,n_id4259,n_id4255,20 mph,None
l_5993,n_id4255,n_id4256,20 mph,None
l_5994,n_id4256,n_id5017,20 mph,None
l_5995,n_id5017,n_id7515,20 mph,None
l_5996,n_id7515,n_id5018,20 mph,None
l_5997,n_id5018,n_id5019,20 mph,None
l_5998,n_id4263,n_id4262,20 mph,None
l_5999,n_id4267,n_id2791,20 mph,None
l_6000,n_id2791,n_id4668,20 mph,None
l_6001,n_id4668,n_id4666,20 mph,None
l_6002,n_id4268,n_id33,20 mph,None
l_6003,n_id33,n_id2438,20 mph,None
l_6004,n_id2438,n_id4661,20 mph,None
l_6005,n_id4661,n_id4663,20 mph,None
l_6006,n_id4274,n_id9593,20 mph,None
l_6007,n_id9593,n_id4863,20 mph,None
l_6008,n_id4863,n_id2167,20 mph,None
l_6009,n_id4274,n_id3587,20 mph,None
l_6010,n_id3587,n_id2064,20 mph,None
l_6011,n_id4278,n_id9657,20 mph,None
l_6012,n_id9657,n_id4071,20 mph,None
l_6013,n_id4071,n_id2486,20 mph,None
l_6014,n_id9986,n_id4282,20 mph,None
l_6015,n_id4282,n_id7468,20 mph,None
l_6016,n_id7468,n_id2741,20 mph,None
l_6017,n_id4335,n_id4345,20 mph,None
l_6018,n_id4342,n_id5536,20 mph,None
l_6019,n_id5536,n_id4337,20 mph,None
l_6020,n_id4337,n_id4338,20 mph,None
l_6021,n_id4338,n_id4335,20 mph,None
l_6022,n_id4345,n_id7769,20 mph,None
l_6023,n_id7769,n_id5539,20 mph,None
l_6024,n_id5539,n_id4336,20 mph,None
l_6025,n_id4336,n_id4340,20 mph,None
l_6026,n_id4340,n_id4339,20 mph,None
l_6027,n_id4339,n_id4344,20 mph,None
l_6028,n_id4355,n_id4352,20 mph,None
l_6029,n_id4352,n_id5638,20 mph,None
l_6030,n_id5638,n_id4351,20 mph,None
l_6031,n_id4349,n_id7475,20 mph,None
l_6032,n_id7475,n_id4347,20 mph,None
l_6033,n_id4347,n_id4352,20 mph,None
l_6034,n_id4352,n_id9550,20 mph,None
l_6035,n_id4359,n_id7981,20 mph,None
l_6036,n_id7981,n_id4360,20 mph,None
l_6037,n_id4360,n_id4357,20 mph,None
l_6038,n_id4357,n_id7982,20 mph,None
l_6039,n_id7982,n_id4358,20 mph,None
l_6040,n_id4363,n_id9604,20 mph,None
l_6041,n_id9604,n_id5765,20 mph,None
l_6042,n_id4377,n_id4375,5 mph,None
l_6043,n_id251,n_id5466,20 mph,None
l_6044,n_id5466,n_id2741,20 mph,None
l_6045,n_id4378,n_id7472,20 mph,None
l_6046,n_id7472,n_id4372,20 mph,None
l_6047,n_id4372,n_id6791,20 mph,None
l_6048,n_id6791,n_id4379,20 mph,None
l_6049,n_id4374,n_id7470,20 mph,None
l_6050,n_id7470,n_id4614,20 mph,None
l_6051,n_id4614,n_id4373,20 mph,None
l_6052,n_id4373,n_id4369,20 mph,None
l_6053,n_id4380,n_id4611,20 mph,None
l_6054,n_id4611,n_id4376,20 mph,None
l_6055,n_id4376,n_id4370,20 mph,None
l_6056,n_id4370,n_id4610,20 mph,None
l_6057,n_id4610,n_id4371,20 mph,None
l_6058,n_id4387,n_id6674,20 mph,None
l_6059,n_id6674,n_id2472,20 mph,None
l_6060,n_id2472,n_id4384,20 mph,None
l_6061,n_id4384,n_id6675,20 mph,None
l_6062,n_id6675,n_id4386,20 mph,None
l_6063,n_id8616,n_id4421,20 mph,None
l_6064,n_id4421,n_id7516,20 mph,None
l_6065,n_id7516,n_id8725,20 mph,None
l_6066,n_id8725,n_id8726,20 mph,None
l_6067,n_id8726,n_id4419,20 mph,None
l_6068,n_id4415,n_id8351,70 mph,None
l_6069,n_id8351,n_id74,70 mph,None
l_6070,n_id4432,n_id6422,70 mph,None
l_6071,n_id6422,n_id6426,70 mph,None
l_6072,n_id6426,n_id6425,70 mph,None
l_6073,n_id6425,n_id299,70 mph,None
l_6074,n_id299,n_id6427,70 mph,None
l_6075,n_id6427,n_id8879,70 mph,None
l_6076,n_id8879,n_id8878,70 mph,None
l_6077,n_id8878,n_id71,70 mph,None
l_6078,n_id71,n_id8877,70 mph,None
l_6079,n_id8877,n_id4231,70 mph,None
l_6080,n_id4231,n_id8876,70 mph,None
l_6081,n_id8876,n_id2223,70 mph,None
l_6082,n_id2223,n_id8875,70 mph,None
l_6083,n_id8875,n_id8874,70 mph,None
l_6084,n_id8874,n_id4233,70 mph,None
l_6085,n_id4233,n_id8873,70 mph,None
l_6086,n_id8873,n_id8872,70 mph,None
l_6087,n_id8872,n_id69,70 mph,None
l_6088,n_id773,n_id4444,20 mph,None
l_6089,n_id4444,n_id4450,20 mph,None
l_6090,n_id4450,n_id4455,20 mph,None
l_6091,n_id4455,n_id7618,20 mph,None
l_6092,n_id7618,n_id7101,20 mph,None
l_6093,n_id7101,n_id4460,20 mph,None
l_6094,n_id4460,n_id4459,20 mph,None
l_6095,n_id4459,n_id4452,20 mph,None
l_6096,n_id4452,n_id4453,20 mph,None
l_6097,n_id4453,n_id7100,20 mph,None
l_6098,n_id7100,n_id4451,20 mph,None
l_6099,n_id799,n_id2986,30 mph,None
l_6100,n_id2826,n_id9016,30 mph,None
l_6101,n_id9016,n_id1029,30 mph,None
l_6102,n_id241,n_id1161,20 mph,None
l_6103,n_id4480,n_id8806,20 mph,None
l_6104,n_id8806,n_id8824,20 mph,None
l_6105,n_id8824,n_id4488,20 mph,None
l_6106,n_id4488,n_id4485,20 mph,None
l_6107,n_id4485,n_id8549,20 mph,None
l_6108,n_id8549,n_id3129,20 mph,None
l_6109,n_id2825,n_id2823,30 mph,None
l_6110,n_id2823,n_id473,30 mph,None
l_6111,n_id473,n_id1361,30 mph,None
l_6112,n_id2822,n_id1313,20 mph,None
l_6113,n_id80,n_id5624,30 mph,None
l_6114,n_id5624,n_id1162,30 mph,None
l_6115,n_id4478,n_id2460,20 mph,None
l_6116,n_id2460,n_id5890,20 mph,None
l_6117,n_id5890,n_id516,20 mph,None
l_6118,n_id516,n_id2218,20 mph,None
l_6119,n_id2218,n_id2459,20 mph,None
l_6120,n_id2459,n_id517,20 mph,None
l_6121,n_id517,n_id2461,20 mph,None
l_6122,n_id2461,n_id9419,20 mph,None
l_6123,n_id9419,n_id2455,20 mph,None
l_6124,n_id2455,n_id518,20 mph,None
l_6125,n_id3348,n_id3347,30 mph,None
l_6126,n_id5898,n_id2040,30 mph,None
l_6127,n_id2038,n_id5865,30 mph,None
l_6128,n_id5865,n_id2042,30 mph,None
l_6129,n_id2042,n_id3349,30 mph,None
l_6130,n_id3349,n_id3350,30 mph,None
l_6131,n_id2013,n_id4492,20 mph,None
l_6132,n_id1272,n_id4521,20 mph,None
l_6133,n_id4521,n_id1273,20 mph,None
l_6134,n_id1273,n_id4520,20 mph,None
l_6135,n_id4520,n_id1274,20 mph,None
l_6136,n_id3129,n_id8550,20 mph,None
l_6137,n_id8550,n_id8553,20 mph,None
l_6138,n_id8553,n_id3834,20 mph,None
l_6139,n_id3834,n_id8805,20 mph,None
l_6140,n_id8805,n_id8804,20 mph,None
l_6141,n_id8804,n_id1255,20 mph,None
l_6142,n_id1255,n_id4516,20 mph,None
l_6143,n_id4516,n_id1256,20 mph,None
l_6144,n_id3129,n_id4773,20 mph,None
l_6145,n_id4773,n_id8555,20 mph,None
l_6146,n_id8555,n_id1398,20 mph,None
l_6147,n_id4533,n_id6148,20 mph,None
l_6148,n_id6148,n_id4531,20 mph,None
l_6149,n_id4531,n_id1278,20 mph,None
l_6150,n_id1278,n_id1277,20 mph,None
l_6151,n_id1277,n_id6149,20 mph,None
l_6152,n_id1256,n_id4522,20 mph,None
l_6153,n_id4522,n_id1275,20 mph,None
l_6154,n_id1275,n_id4529,20 mph,None
l_6155,n_id4529,n_id4532,20 mph,None
l_6156,n_id4532,n_id4534,20 mph,None
l_6157,n_id4534,n_id4541,20 mph,None
l_6158,n_id4541,n_id4546,20 mph,None
l_6159,n_id4546,n_id4547,20 mph,None
l_6160,n_id4547,n_id4548,20 mph,None
l_6161,n_id4548,n_id4549,20 mph,None
l_6162,n_id4549,n_id4550,20 mph,None
l_6163,n_id4550,n_id4552,20 mph,None
l_6164,n_id4552,n_id4553,20 mph,None
l_6165,n_id4553,n_id4554,20 mph,None
l_6166,n_id4554,n_id4555,20 mph,None
l_6167,n_id4555,n_id4557,20 mph,None
l_6168,n_id4557,n_id4559,20 mph,None
l_6169,n_id4559,n_id4558,20 mph,None
l_6170,n_id4558,n_id1280,20 mph,None
l_6171,n_id1258,n_id1259,20 mph,None
l_6172,n_id1259,n_id1261,20 mph,None
l_6173,n_id1261,n_id1262,20 mph,None
l_6174,n_id6291,n_id4536,20 mph,roundabout
l_6175,n_id4536,n_id6320,20 mph,roundabout
l_6176,n_id6320,n_id4623,20 mph,roundabout
l_6177,n_id4623,n_id6304,20 mph,roundabout
l_6178,n_id6304,n_id4538,20 mph,roundabout
l_6179,n_id4538,n_id6295,20 mph,roundabout
l_6180,n_id6295,n_id4622,20 mph,roundabout
l_6181,n_id4622,n_id4540,20 mph,roundabout
l_6182,n_id4540,n_id6308,20 mph,roundabout
l_6183,n_id6308,n_id4542,20 mph,roundabout
l_6184,n_id4542,n_id6306,20 mph,roundabout
l_6185,n_id6306,n_id6289,20 mph,roundabout
l_6186,n_id6289,n_id4544,20 mph,roundabout
l_6187,n_id4544,n_id6309,20 mph,roundabout
l_6188,n_id6309,n_id1356,20 mph,roundabout
l_6189,n_id1356,n_id6314,20 mph,roundabout
l_6190,n_id6314,n_id6310,20 mph,roundabout
l_6191,n_id6310,n_id4624,20 mph,roundabout
l_6192,n_id4624,n_id4545,20 mph,roundabout
l_6193,n_id4545,n_id6290,20 mph,roundabout
l_6194,n_id6290,n_id4625,20 mph,roundabout
l_6195,n_id4625,n_id4543,20 mph,roundabout
l_6196,n_id4543,n_id6305,20 mph,roundabout
l_6197,n_id6305,n_id6297,20 mph,roundabout
l_6198,n_id6297,n_id1355,20 mph,roundabout
l_6199,n_id1355,n_id6307,20 mph,roundabout
l_6200,n_id6307,n_id6294,20 mph,roundabout
l_6201,n_id6294,n_id6288,20 mph,roundabout
l_6202,n_id6288,n_id4539,20 mph,roundabout
l_6203,n_id4539,n_id6300,20 mph,roundabout
l_6204,n_id6300,n_id6315,20 mph,roundabout
l_6205,n_id6315,n_id6321,20 mph,roundabout
l_6206,n_id6321,n_id4537,20 mph,roundabout
l_6207,n_id4537,n_id6303,20 mph,roundabout
l_6208,n_id6303,n_id6296,20 mph,roundabout
l_6209,n_id6296,n_id6318,20 mph,roundabout
l_6210,n_id6318,n_id1357,20 mph,roundabout
l_6211,n_id1357,n_id6323,20 mph,roundabout
l_6212,n_id6323,n_id4535,20 mph,roundabout
l_6213,n_id4535,n_id6291,20 mph,roundabout
l_6214,n_id1031,n_id7635,20 mph,None
l_6215,n_id7635,n_id4494,20 mph,None
l_6216,n_id1251,n_id4506,20 mph,None
l_6217,n_id4506,n_id4505,20 mph,None
l_6218,n_id4525,n_id4526,20 mph,None
l_6219,n_id4526,n_id4527,20 mph,None
l_6220,n_id4507,n_id4515,20 mph,None
l_6221,n_id4483,n_id8809,20 mph,None
l_6222,n_id8809,n_id8807,20 mph,None
l_6223,n_id8807,n_id6857,20 mph,None
l_6224,n_id6857,n_id6854,20 mph,None
l_6225,n_id6854,n_id4480,20 mph,None
l_6226,n_id1255,n_id4511,20 mph,None
l_6227,n_id4511,n_id4510,20 mph,None
l_6228,n_id4510,n_id8192,20 mph,None
l_6229,n_id8192,n_id8191,20 mph,None
l_6230,n_id8191,n_id4500,20 mph,None
l_6231,n_id4562,n_id7871,20 mph,None
l_6232,n_id7871,n_id7872,20 mph,None
l_6233,n_id7872,n_id7873,20 mph,None
l_6234,n_id7873,n_id4561,20 mph,None
l_6235,n_id9384,n_id4564,20 mph,None
l_6236,n_id4564,n_id6973,20 mph,None
l_6237,n_id6973,n_id9385,20 mph,None
l_6238,n_id9385,n_id4565,20 mph,None
l_6239,n_id4565,n_id4486,20 mph,None
l_6240,n_id4486,n_id6417,20 mph,None
l_6241,n_id4568,n_id6878,20 mph,None
l_6242,n_id6878,n_id6876,20 mph,None
l_6243,n_id6876,n_id4571,20 mph,None
l_6244,n_id4355,n_id4350,20 mph,None
l_6245,n_id4350,n_id9550,20 mph,None
l_6246,n_id9550,n_id5639,20 mph,None
l_6247,n_id5639,n_id4353,20 mph,None
l_6248,n_id4353,n_id4351,20 mph,None
l_6249,n_id4351,n_id4348,20 mph,None
l_6250,n_id4348,n_id7476,20 mph,None
l_6251,n_id7476,n_id4354,20 mph,None
l_6252,n_id4582,n_id4583,20 mph,None
l_6253,n_id4583,n_id4584,20 mph,None
l_6254,n_id4585,n_id4584,20 mph,None
l_6255,n_id4584,n_id4580,20 mph,None
l_6256,n_id4587,n_id4583,20 mph,None
l_6257,n_id4583,n_id4579,20 mph,None
l_6258,n_id4581,n_id4582,20 mph,None
l_6259,n_id4582,n_id4586,20 mph,None
l_6260,n_id187,n_id8382,60 mph,None
l_6261,n_id8382,n_id4906,60 mph,None
l_6262,n_id4906,n_id186,60 mph,None
l_6263,n_id4606,n_id4607,20 mph,None
l_6264,n_id4607,n_id4609,20 mph,None
l_6265,n_id4609,n_id7186,20 mph,None
l_6266,n_id7186,n_id4608,20 mph,None
l_6267,n_id3683,n_id7988,20 mph,None
l_6268,n_id7988,n_id378,20 mph,None
l_6269,n_id4615,n_id4617,20 mph,None
l_6270,n_id4617,n_id4620,20 mph,None
l_6271,n_id4620,n_id4618,20 mph,None
l_6272,n_id4618,n_id4619,20 mph,None
l_6273,n_id4619,n_id7471,20 mph,None
l_6274,n_id7471,n_id4616,20 mph,None
l_6275,n_id4637,n_id4639,20 mph,None
l_6276,n_id4639,n_id5465,20 mph,None
l_6277,n_id5465,n_id5635,20 mph,None
l_6278,n_id5635,n_id7477,20 mph,None
l_6279,n_id7477,n_id4638,20 mph,None
l_6280,n_id4663,n_id34,20 mph,None
l_6281,n_id5383,n_id5376,20 mph,None
l_6282,n_id4666,n_id673,20 mph,None
l_6283,n_id4665,n_id4664,20 mph,None
l_6284,n_id4667,n_id4665,20 mph,None
l_6285,n_id4662,n_id6434,20 mph,None
l_6286,n_id6434,n_id4658,20 mph,None
l_6287,n_id4658,n_id4656,20 mph,None
l_6288,n_id4656,n_id6435,20 mph,None
l_6289,n_id6435,n_id7725,20 mph,None
l_6290,n_id7725,n_id7726,20 mph,None
l_6291,n_id7726,n_id7727,20 mph,None
l_6292,n_id7727,n_id8435,20 mph,None
l_6293,n_id8435,n_id8437,20 mph,None
l_6294,n_id8437,n_id8436,20 mph,None
l_6295,n_id8436,n_id4654,20 mph,None
l_6296,n_id4664,n_id6433,20 mph,None
l_6297,n_id6433,n_id4660,20 mph,None
l_6298,n_id4660,n_id4659,20 mph,None
l_6299,n_id4659,n_id4656,20 mph,None
l_6300,n_id4656,n_id3459,20 mph,None
l_6301,n_id3459,n_id4653,20 mph,None
l_6302,n_id4653,n_id4652,20 mph,None
l_6303,n_id4652,n_id4651,20 mph,None
l_6304,n_id882,n_id4671,20 mph,None
l_6305,n_id4671,n_id5130,20 mph,None
l_6306,n_id128,n_id4503,30 mph,circular
l_6307,n_id4503,n_id1700,30 mph,circular
l_6308,n_id1700,n_id3128,30 mph,circular
l_6309,n_id3128,n_id8825,30 mph,circular
l_6310,n_id8825,n_id1398,30 mph,circular
l_6311,n_id1398,n_id123,30 mph,circular
l_6312,n_id4678,n_id4682,20 mph,None
l_6313,n_id4682,n_id4679,20 mph,None
l_6314,n_id4682,n_id4681,20 mph,None
l_6315,n_id4681,n_id9975,20 mph,None
l_6316,n_id9975,n_id4677,20 mph,None
l_6317,n_id4689,n_id4685,20 mph,None
l_6318,n_id576,n_id4688,20 mph,None
l_6319,n_id4688,n_id4687,20 mph,None
l_6320,n_id4686,n_id4685,20 mph,None
l_6321,n_id4685,n_id4684,20 mph,None
l_6322,n_id2812,n_id8503,30 mph,circular
l_6323,n_id8503,n_id3851,30 mph,circular
l_6324,n_id3851,n_id8441,30 mph,circular
l_6325,n_id8441,n_id9013,30 mph,circular
l_6326,n_id9013,n_id474,30 mph,circular
l_6327,n_id474,n_id4781,30 mph,circular
l_6328,n_id4781,n_id4780,30 mph,circular
l_6329,n_id4780,n_id2813,30 mph,circular
l_6330,n_id4690,n_id4691,20 mph,None
l_6331,n_id4691,n_id4693,20 mph,None
l_6332,n_id4693,n_id4692,20 mph,None
l_6333,n_id4692,n_id5102,20 mph,None
l_6334,n_id5102,n_id3695,20 mph,None
l_6335,n_id4888,n_id6783,20 mph,None
l_6336,n_id6783,n_id4695,20 mph,None
l_6337,n_id4705,n_id2552,30 mph,None
l_6338,n_id4711,n_id4712,20 mph,None
l_6339,n_id4714,n_id4854,20 mph,None
l_6340,n_id4726,n_id9596,20 mph,None
l_6341,n_id9596,n_id6055,20 mph,None
l_6342,n_id6055,n_id4735,20 mph,None
l_6343,n_id6111,n_id4729,20 mph,None
l_6344,n_id4729,n_id4728,20 mph,None
l_6345,n_id4728,n_id4731,20 mph,None
l_6346,n_id4731,n_id4734,20 mph,None
l_6347,n_id4734,n_id4730,20 mph,None
l_6348,n_id4730,n_id4732,20 mph,None
l_6349,n_id4732,n_id4720,20 mph,None
l_6350,n_id4720,n_id4735,20 mph,None
l_6351,n_id4735,n_id4725,20 mph,None
l_6352,n_id4725,n_id4727,20 mph,None
l_6353,n_id4727,n_id4717,20 mph,None
l_6354,n_id4717,n_id4722,20 mph,None
l_6355,n_id4722,n_id4723,20 mph,None
l_6356,n_id4723,n_id4724,20 mph,None
l_6357,n_id4724,n_id4718,20 mph,None
l_6358,n_id4718,n_id4721,20 mph,None
l_6359,n_id4721,n_id6115,20 mph,None
l_6360,n_id6115,n_id4716,20 mph,None
l_6361,n_id4716,n_id4719,20 mph,None
l_6362,n_id4719,n_id4733,20 mph,None
l_6363,n_id4733,n_id4736,20 mph,None
l_6364,n_id4736,n_id6111,20 mph,None
l_6365,n_id4738,n_id9082,20 mph,None
l_6366,n_id9082,n_id4739,20 mph,None
l_6367,n_id4739,n_id4737,20 mph,None
l_6368,n_id4797,n_id4794,20 mph,None
l_6369,n_id4794,n_id7572,20 mph,None
l_6370,n_id7572,n_id4796,20 mph,None
l_6371,n_id4798,n_id9380,20 mph,None
l_6372,n_id9380,n_id4800,20 mph,None
l_6373,n_id4801,n_id9381,20 mph,None
l_6374,n_id9381,n_id4796,20 mph,None
l_6375,n_id4802,n_id4798,20 mph,None
l_6376,n_id4798,n_id4801,20 mph,None
l_6377,n_id1921,n_id1922,20 mph,None
